Organization,Permit_Adminid,Permit_Name,Facility_Name,Facility.Type,Facility_Status,Locality,mp_hydroid,MP_Name,MP_Type,Intake_Capacity_.MGD.,Source_of_Capacity_Estimate,X1985_Safe_Yield_.MGD.,X2005_Safe_Yield_.MGD.,Exemption_Code,Max_Pre.89_.MGY.,VDH_Total_Pumping_Capacity_.MGD.,X401_Certification_Limit_.MGD.,Max_Pre.89_.MGM.,mp_latitude,mp_longitude,facility_latitude,facility_longitude,X401_certification_comment,rfi_wd_capacity_mgy,final_exempt_propcode,final_exempt_propvalue_mgd
Hidden_for_privacy,71207,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Montgomery,65142,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,37.22027778,-80.23166667,37.160764,-80.249875,NA,0,wsp2020_2020,0.002240976
Hidden_for_privacy,71207,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Montgomery,65154,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.15333333,-80.26194444,37.160764,-80.249875,NA,0,wsp2020_2020,0.009848693
Hidden_for_privacy,71207,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Montgomery,65155,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.19888889,-80.24027778,37.160764,-80.249875,NA,0,wsp2020_2020,0.013157193
Hidden_for_privacy,69301,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Dinwiddie,60449,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,4,0,0,0,0,0.1,0,36.930573,-77.569444,NA,0,wsp2020_2020,0
Hidden_for_privacy,70048,Hidden_for_privacy,Hidden_for_privacy,mining,active,Brunswick,59750,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,36.74861111,-77.74944444,36.75333333,-77.75194444,NA,0,wsp2020_2020,2.043835616
Hidden_for_privacy,70048,Hidden_for_privacy,Hidden_for_privacy,mining,active,Brunswick,61605,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,15.205,0,0,7.75,36.75138889,-77.75333333,36.75333333,-77.75194444,NA,0,pre_89_mgm,0.25
Hidden_for_privacy,70048,Hidden_for_privacy,Hidden_for_privacy,mining,active,Brunswick,65419,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,NA,NA,36.75333333,-77.75194444,NA,0,wsp2020_2020,0
Hidden_for_privacy,70514,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Brunswick,64599,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.732,-77.867,36.75833333,-77.85,NA,0,NA,0
Hidden_for_privacy,70514,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Brunswick,65420,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,36.75833333,-77.85,NA,0,NA,0
Hidden_for_privacy,70514,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Brunswick,65474,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.435379,-77.515619,36.75833333,-77.85,NA,0,NA,0
Hidden_for_privacy,70514,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Brunswick,65476,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.435379,-77.515619,36.75833333,-77.85,NA,0,NA,0
Hidden_for_privacy,70514,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Brunswick,65479,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.435379,-77.515619,36.75833333,-77.85,NA,0,NA,0
Hidden_for_privacy,70514,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Brunswick,65630,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.435379,-77.515619,36.75833333,-77.85,NA,0,NA,0
Hidden_for_privacy,70514,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Brunswick,65633,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.435379,-77.515619,36.75833333,-77.85,NA,0,NA,0
Hidden_for_privacy,71219,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Brunswick,61563,Hidden_for_privacy,Surface Water Intake,3,VWUDS Form,0,0,1,4.318,1.008,0,4.318,36.73166,-77.8675,36.75972222,-77.86722222,NA,0,intake_capacity_mgd,3
Hidden_for_privacy,71219,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Brunswick,61573,Hidden_for_privacy,Surface Water Intake,3,VWUDS Form,0.13,0.16,1,166.841,4.032,0,14.539,36.75916667,-77.86916667,36.75972222,-77.86722222,NA,0,vdh_pump_capacity_mgd,4.032
Hidden_for_privacy,68837,Hidden_for_privacy,Hidden_for_privacy,mining,active,Campbell,60462,Hidden_for_privacy,Surface Water Intake,0.29,VWUDS Form,0,0,1,136.8,0,0,20.4,37.30361111,-79.19638889,37.30527778,-79.19527778,NA,0,pre_89_mgm,0.658064516
Hidden_for_privacy,68837,Hidden_for_privacy,Hidden_for_privacy,mining,active,Campbell,64195,Hidden_for_privacy,Surface Water Intake,1.73,VWUDS Form,0,0,0,0,0,0,0,37.30333333,-79.2025,37.30527778,-79.19527778,NA,0,intake_capacity_mgd,1.73
Hidden_for_privacy,456252,Hidden_for_privacy,Hidden_for_privacy,fossilpower,active,Louisa,59319,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,2,0,0,0,0,38.08666667,-78.2,38.118166,-78.213816,NA,1643.625,rfi_exempt_wd,4.503082192
Hidden_for_privacy,456257,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Louisa,59321,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,57.572,0,0,5.617,37.97888889,-77.93888889,37.97777778,-77.93805556,NA,2191.5,rfi_exempt_wd,6.004109589
Hidden_for_privacy,68847,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Russell,64877,Hidden_for_privacy,Surface Water Intake,3.4,VWUDS Form,2.72,2.72,1,197.111,3.003,0,21.297,36.9,-82.0375,36.89777778,-82.03805556,NA,0,intake_capacity_mgd,3.4
Hidden_for_privacy,70194,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Loudoun,61579,Hidden_for_privacy,Surface Water Intake,20,VWUDS Form,0,0,1,481.085,21.2,0,51.212,39.11527778,-77.50416667,39.11527778,-77.50416667,NA,0,vdh_pump_capacity_mgd,21.2
Hidden_for_privacy,68717,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Fredericksburg,68393,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.23701,-77.47943,38.23701,-77.47943,NA,0,wsp2020_2020,0.023408219
Hidden_for_privacy,70460,Hidden_for_privacy,Hidden_for_privacy,hydropower,inactive,Campbell,61609,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,388314.124,0,0,101071,37.09305556,-79.4025,37.09277778,-79.4025,NA,0,wsp2020_2020,0
Hidden_for_privacy,69109,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Halifax,60133,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,695.946,5.184,0,69.797,36.69083333,-78.90472222,36.69888889,-78.90972222,NA,0,vdh_pump_capacity_mgd,5.184
Hidden_for_privacy,71040,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Craig,59219,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.56001,-80.004412,37.5592,-80.0131,NA,0,vwp_mgy,0
Hidden_for_privacy,401900,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Craig,59219,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.56001,-80.004412,37.5592,-80.0131,NA,0,vwp_mgy,0
Hidden_for_privacy,69288,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Rockingham,63169,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,20.78,0,0,8.04,38.63416667,-78.75916667,38.642308,-78.753427,NA,0,pre_89_mgm,0.259354839
Hidden_for_privacy,69288,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Rockingham,63170,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.63638889,-78.75916667,38.642308,-78.753427,NA,0,wsp2020_2020,0
Hidden_for_privacy,70279,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,59095,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,70760,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,62701,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,69364,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Rockbridge,64677,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,7.359,0,0,1.472,37.77166667,-79.46555556,37.77166667,-79.46555556,NA,0,pre_89_mgm,0.047483871
Hidden_for_privacy,68956,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,64089,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,69739,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Greensville,60168,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,36.62111111,-77.52333333,36.62111111,-77.52333333,NA,0,wsp2020_2020,0
Hidden_for_privacy,69739,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Greensville,60302,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,0.1,0,36.62111111,-77.52333333,NA,0,wsp2020_2020,0
Hidden_for_privacy,69252,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,61683,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,70803,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Chesapeake,64091,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,163241,Hidden_for_privacy,Hidden_for_privacy,municipal,active,James City,62077,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,11995,40,0,1548.57,37.36388889,-76.82777778,37.36388889,-76.82777778,NA,21915,rfi_exempt_wd,60.04109589
Hidden_for_privacy,70377,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Frederick,64717,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,11.46,0,0,2.14,39.31972222,-78.32,39.30972222,-78.31944444,NA,0,pre_89_mgm,0.069032258
Hidden_for_privacy,68819,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Northampton,59989,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,68819,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Northampton,63466,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,68819,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Northampton,63621,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,71374,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,63402,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,69498,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Dinwiddie,63787,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,70240,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,King and Queen,60288,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,8.56,0,0,2.5,37.72194444,-77.01027778,-99,-99,NA,0,pre_89_mgm,0.080645161
Hidden_for_privacy,69837,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Bedford County,65033,Hidden_for_privacy,Surface Water Intake,1.2,VWUDS Form,0,0,1,0,0,0,0,37.29805556,-79.30166667,37.29805556,-79.30166667,NA,0,intake_capacity_mgd,1.2
Hidden_for_privacy,69789,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Sussex,60241,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,2,0,0,0,0,36.9925,-76.98916667,36.9925,-76.98916667,NA,0,NA,0
Hidden_for_privacy,71171,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Hanover,63672,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,192143,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Grayson,163294,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.6261344,-81.0275735,36.620821,-81.027224,NA,0,wsp2020_2020,0
Hidden_for_privacy,69350,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Prince Edward,74496,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,37.2880331,-78.3825386,NA,0,wsp2020_2020,0
Hidden_for_privacy,69207,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Dinwiddie,63785,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,69677,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Loudoun,58779,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,7.83,0,0,2.475,39.13223503,-77.73123534,39.13416667,-77.72833333,NA,0,pre_89_mgm,0.07983871
Hidden_for_privacy,0,Hidden_for_privacy,Hidden_for_privacy,agriculture,duplicate,Louisa,457738,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.02116863,-77.99847568,38.02116863,-77.99847568,NA,0,wsp2020_2020,0
Hidden_for_privacy,0,Hidden_for_privacy,Hidden_for_privacy,agriculture,duplicate,Louisa,457580,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.02116863,-77.99847568,38.02116863,-77.99847568,NA,0,wsp2020_2020,0
Hidden_for_privacy,0,Hidden_for_privacy,Hidden_for_privacy,agriculture,duplicate,Louisa,457422,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.02116863,-77.99847568,38.02116863,-77.99847568,NA,0,wsp2020_2020,0
Hidden_for_privacy,68788,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Nelson,65157,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,1.03,0,0,37.710833,-78.952222,37.76,-78.86944444,NA,14.8,vwp_mgy,0.115890411
Hidden_for_privacy,163166,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Nelson,65157,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,1.03,0,0,37.710833,-78.952222,37.76,-78.86944444,NA,14.8,vwp_mgy,0.115890411
Hidden_for_privacy,163210,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Nelson,65157,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,1.03,0,0,37.710833,-78.952222,37.76,-78.86944444,NA,14.8,vwp_mgy,0.115890411
Hidden_for_privacy,163258,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Nelson,65157,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,1.03,0,0,37.710833,-78.952222,37.76,-78.86944444,NA,14.8,vwp_mgy,0.115890411
Hidden_for_privacy,70863,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Loudoun,63346,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,106,0,0,0,39.02555556,-77.53833333,39.00138889,-77.40361111,NA,0,wd_mgy_max_pre1990,0.290410959
Hidden_for_privacy,460224,Hidden_for_privacy,Hidden_for_privacy,Irrigation,active,Caroline,460250,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.917672,-77.315736,37.917672,-77.315736,NA,0,NA,0
Hidden_for_privacy,70353,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Northampton,58747,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,379075,Hidden_for_privacy,Hidden_for_privacy,mining,active,Buchanan,64792,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,37.440827,-82.048865,37.440556,-82.048611,NA,182.625,vwp_mgy,0.111013699
Hidden_for_privacy,70355,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Stafford,59345,Hidden_for_privacy,Surface Water Intake,6,VWUDS Form,0,0,1,225.939,0,0,26.009,38.52222222,-77.46388889,38.52222222,-77.46388889,NA,0,intake_capacity_mgd,6
Hidden_for_privacy,71141,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Page,59101,Hidden_for_privacy,Surface Water Intake,1.152,VWUDS Form,0,0,1,49.1,0,0,11.9,38.67583333,-78.51305556,38.67361111,-78.51388889,NA,0,intake_capacity_mgd,1.152
Hidden_for_privacy,68906,Hidden_for_privacy,Hidden_for_privacy,hydropower,inactive,Page,59447,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,182955.915,0,0,24968.438,38.67722222,-78.5,38.67694444,-78.49944444,NA,0,NA,0
Hidden_for_privacy,69911,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Page,59629,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,288.15,0,0,30.2,38.670928,-78.426709,38.66444444,-78.45972222,NA,0,pre_89_mgm,0.974193548
Hidden_for_privacy,69911,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Page,60753,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,85.701,0,0,7.812,38.653807,-78.464862,38.66444444,-78.45972222,NA,0,pre_89_mgm,0.252
Hidden_for_privacy,69985,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,63543,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,69985,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,63935,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,69985,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,64387,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,70303,Hidden_for_privacy,Hidden_for_privacy,manufacturing,active,Lynchburg,64480,Hidden_for_privacy,Surface Water Intake,1.5,VWUDS Form,0,0,1,857.09,0,0,99.49,37.42222222,-79.14166667,37.42138889,-79.14166667,NA,0,pre_89_mgm,3.209354839
Hidden_for_privacy,71174,Hidden_for_privacy,Hidden_for_privacy,manufacturing,inactive,Lynchburg,62361,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,479.616,0,0,50.499,37.40972222,-79.13611111,37.40138889,-79.12638889,NA,0,pre_89_mgm,1.629
Hidden_for_privacy,69853,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,63521,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,70289,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Dinwiddie,63965,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,69221,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Charlotte,63939,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,0,Hidden_for_privacy,Hidden_for_privacy,municipal,proposed,Rockingham,454963,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.375125,-79.992636,36.375125,-79.992636,NA,0,NA,0
Hidden_for_privacy,69423,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Madison,60064,Hidden_for_privacy,Surface Water Intake,0.5,VWUDS Form,1.41,1.41,1,21.951,0.576,0,2.48,38.37861111,-78.27166667,38.3725,-78.29111111,NA,0,safe_yield_2005,1.41
Hidden_for_privacy,90397,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Chesterfield,90479,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.394175,-77.7323285,37.40672099,-77.74614724,NA,0,vwp_mgy,0.111936233
Hidden_for_privacy,90397,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Chesterfield,163287,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.394175,-77.7323285,37.40672099,-77.74614724,NA,0,vwp_mgy,0.033817192
Hidden_for_privacy,163190,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Chesterfield,90479,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.394175,-77.7323285,37.40672099,-77.74614724,NA,0,vwp_mgy,0.111936233
Hidden_for_privacy,163190,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Chesterfield,163287,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.394175,-77.7323285,37.40672099,-77.74614724,NA,0,vwp_mgy,0.033817192
Hidden_for_privacy,70626,Hidden_for_privacy,Hidden_for_privacy,mining,active,Prince William,58835,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,43.276,0,0,8.308,38.77166667,-77.52638889,38.77166667,-77.5225,NA,0,pre_89_mgm,0.268
Hidden_for_privacy,70626,Hidden_for_privacy,Hidden_for_privacy,mining,active,Prince William,59957,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,38.77166667,-77.52638889,38.77166667,-77.5225,NA,0,wsp2020_2020,0
Hidden_for_privacy,69561,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Manassas,65532,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,1794.004,16,0,194.148,38.76388889,-77.62361111,38.75111111,-77.46888889,NA,0,vdh_pump_capacity_mgd,16
Hidden_for_privacy,69561,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Manassas,225072,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.75111111,-77.46888889,38.75111111,-77.46888889,NA,0,wsp2020_2020,0.010050642
Hidden_for_privacy,69561,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Manassas,225073,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.75111111,-77.46888889,38.75111111,-77.46888889,NA,0,wsp2020_2020,0.078498674
Hidden_for_privacy,69333,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Rockingham,61517,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,42.762,0,0,14.254,38.3175,-78.76388889,38.324863,-78.765837,NA,92.36,pre_89_mgm,0.459806452
Hidden_for_privacy,70584,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Bedford County,59648,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.08638889,-79.57194444,37.08638889,-79.57194444,NA,0,wsp2020_2020,0.01369863
Hidden_for_privacy,69058,Hidden_for_privacy,Hidden_for_privacy,agriculture,active,Smyth,65158,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,1067.572,0,0,110.174,36.82361111,-81.47722222,36.82361111,-81.47722222,NA,0,pre_89_mgm,3.554
Hidden_for_privacy,71425,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Smyth,65020,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,744.922,0,0,74.65,36.8225,-81.48333333,36.83333333,-81.51944444,NA,0,pre_89_mgm,2.408064516
Hidden_for_privacy,71425,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Smyth,65173,Hidden_for_privacy,Surface Water Intake,3,VWUDS Form,0,0,1,225.571,6,0,39,36.86611111,-81.48111111,36.83333333,-81.51944444,NA,0,vdh_pump_capacity_mgd,6
Hidden_for_privacy,71117,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,59899,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,2,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,71117,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,63531,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,71117,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,63916,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,2,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,71117,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,63950,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,2,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,71117,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,63999,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,71117,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,64050,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,2,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,71117,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,64075,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,2,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,71117,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,64101,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,2,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,71165,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Essex,64478,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.109283,-77.063157,38.109283,-77.063157,NA,0,wsp2020_2020,0
Hidden_for_privacy,69996,Hidden_for_privacy,Hidden_for_privacy,municipal,inactive,Henry,61122,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,169.809,0,0,16.486,36.60138889,-79.87222222,36.60138889,-79.86388889,"MIF below WTP intake maintained at 2.87 cfs (1.85 mgd), or natural flow, whichever is less; 
conservation measures must be considered at 2.87 cfs. 15% of  MAF (1.85 mgd) or natural flow; 
3 mgd was latest proposal",0,pre_89_mgm,0.531806452
Hidden_for_privacy,66595,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,460277,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.53877,-75.89545,NA,NA,NA,0,NA,0
Hidden_for_privacy,66617,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,439711,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.53821,-75.88603,37.53835278,-75.88647222,NA,0,NA,0
